SequenceName	ClusterNumber
G000239275	218
G000283495	218
G000455225	218
G000242435	218
G000434475	218
G001553335	218
G000024945	218
G000283555	219
G000709435	219
G000252705	219
G000252745	219
G000252685	219
G000252665	219
G000252725	219
G000270205	219
G000252765	219
G000252785	219
G000284435	219
G000225365	219
G000161975	220
G000426305	220
G001602975	220
G001604025	220
G000488855	220
G001513255	220
G900155555	220
G000525775	220
G000435715	220
G000435615	220
G000758905	220
G001189495	220
G900086585	220
G900115385	220
G900116785	220
G000510425	220
G000688015	220
G000597865	221
G000699585	221
G900142235	221
G000156055	221
G000147675	221
G000439105	221
G000154445	221
G000381525	221
G000431415	221
G000452245	221
G001950115	221
G000499525	221
G000686145	221
G900129815	221
G000687955	221
G000953275	221
G000009205	221
G900107405	222
G900103005	222
G000423525	222
G000163895	222
G000196455	222
G000018325	222
G000016985	222
G001748365	222
G001897605	222
G900142285	222
G900142245	222
G001282725	222
G001693775	222
G900101495	222
G000621485	222
G001042715	222
G900111615	222
G001562415	222
G001750685	222
G000146855	222
G000238095	222
G000467935	223
G000800295	223
G000010185	223
G001407835	223
G000245755	223
G000423145	223
G900120375	223
G000173355	223
G000311745	223
G000312365	223
G000156575	223
G900119705	223
G000308275	223
G900120365	223
G000308255	223
G000312325	223
G000191725	223
G001286805	223
G000311985	223
G000024105	223
G000159095	223
G000312505	224
G001299475	224
G000758845	224
G900120165	224
G000221565	224
G001299455	224
G000478985	224
G000146345	224
G000227315	224
G000378725	224
G000246925	224
G000311865	224
G000952975	224
G900129925	224
G000468535	224
G000311825	224
G000321025	224
G000183565	224
G000312025	224
G001512625	-1
G000154825	225
G900128885	225
G001263355	225
G000152245	225
G000472665	225
G000247605	225
G900107125	225
G000185505	225
G900142105	226
G001797185	226
G001515955	226
G001317355	226
G001047375	226
G000601455	226
G000495435	226
G900142225	226
G000701905	226
G900115135	226
G000297115	226
G001440545	226
G000430995	226
G900129265	226
G000145275	226
G000686705	226
G000424205	226
G001403615	226
G000820705	226
G900142075	226
G000816675	226
G000744935	226
G000703125	226
G000753355	226
G001403635	226
G000469625	226
G000612845	226
G000285575	226
G000447315	226
G000300195	226
G000732635	226
G000751675	226
G001485185	226
G000013285	226
G000466585	226
G000401215	226
G001263795	226
G000320405	226
G001405015	226
G000424025	226
G000020165	226
G000014125	226
G000008765	226
G001270375	226
G000686725	226
G000765165	226
G000371465	226
G001458595	226
G000204565	226
G000246895	226
G000007625	226
G000619945	226
G001243045	226
G000498355	226
G000789395	226
G001456065	226
G000175395	226
G000219255	226
G000807255	226
G000389635	226
G000063585	226
G000017045	226
G001038625	226
G001642655	226
G000473995	226
G001623875	226
G900129955	226
G000484505	226
G000016505	226
G000833105	226
G000340885	226
G000437915	227
G000435495	227
G001512685	227
G001604065	227
G000434435	227
G000434675	227
G000432975	227
G001940895	227
G000433755	228
G000433915	228
G000434195	228
G001916175	228
G000435175	228
G000025225	229
G001603035	229
G001604185	229
G001604165	229
G000688035	229
G900099715	229
G000621765	229
G900107185	229
G900130065	230
G000436275	230
G000431075	230
G000421005	230
G001915895	230
G000620945	230
G000765235	230
G001244495	230
G000431575	230
G000283575	230
G000307265	230
G001916835	230
G000177015	230
G000492175	230
G001244995	230
G001454945	230
G001688625	230
G000169255	230
G001916695	230
G000435555	230
G000403435	230
G000469445	230
G001486165	231
G001481375	231
G001486665	231
G000157955	231
G000162015	231
G001916495	231
G900103835	232
G000820765	232
G900095865	232
G000158655	232
G900104675	232
G000435455	232
G000436675	232
G000432175	232
G000382085	232
G001916415	232
G001941055	232
G900110045	232
G001940995	232
G001603945	232
G001941135	232
G000712055	232
G900104615	232
G000686125	232
G000154565	232
G000403395	232
G000179635	232
G000438435	232
G000621805	232
G000434255	232
G000210095	232
G000437255	232
G001917015	232
G000723465	232
G000433635	232
G900119535	232
G000701945	232
G000174895	232
G000468015	232
G000437175	232
G000518765	232
G000247525	232
G001603985	232
G000433115	233
G001797275	233
G000432075	233
G000437375	233
G000433515	233
G001916755	233
G001513385	233
G000437015	233
G000433415	233
G001604005	233
G000953215	234
G000178115	234
G001513365	234
G000436835	234
G000431535	234
G000433975	234
G001513045	234
G000432435	234
G000435275	234
G000434055	234
G000434915	234
G000436215	234
G000431775	234
G000431855	234
G000431955	234
G000154345	234
G000435335	234
G000435395	234
G900048895	234
G000383295	234
G000437975	234
G000752215	234
G000436775	234
G001917065	234
G001305115	234
G001261775	234
G001941225	235
G000431615	235
G001725215	235
G000398925	235
G001916635	235
G000435995	235
G001643385	235
G000701665	235
G001305135	235
G001512745	236
G001512945	236
G000364165	237
G001466305	237
G000436415	237
G900142265	237
G001282685	237
G000432875	237
G000436155	237
G001311925	237
G000178835	237
G002007305	237
G002007375	237
G001995005	237
G002007295	237
G000171335	237
G900141895	238
G001604195	238
G900112085	238
G000431895	238
G000435595	238
G000435815	238
G000153885	238
G000432395	238
G000434155	238
G000155855	238
G000424105	238
G000621405	238
G900096945	238
G001915735	238
G000156015	238
G000146185	238
G900100245	238
G000270305	238
G000436535	238
G000436475	238
G000746015	238
G000702125	238
G000622025	238
G000687675	238
G000469345	238
G001941025	238
G000701625	238
G000424365	238
G000621425	238
G000421045	238
G000403215	238
G000403335	238
G000702685	238
G000702085	238
G000364225	238
G000160115	238
G000797495	238
G000173815	238
G000411355	238
G000435355	238
G000434955	238
G900101015	238
G000403845	238
G000174195	238
G000687515	238
G900106615	238
G000621865	238
G900107545	238
G000425525	238
G000209385	238
G900142165	238
G000403495	238
G000431875	238
G000431495	238
G900107575	238
G000424545	238
G000403255	238
G000403315	238
G000156535	238
G000225345	238
G000701545	238
G000702145	238
G000702525	238
G000703005	238
G900104335	238
G000702845	238
G000183525	238
G001915695	238
G000431655	238
G000156035	238
G000765215	238
G000403275	238
G000732725	238
G000466465	238
G000424425	238
G000424585	238
G000702265	238
G000020605	238
G900109715	238
G900115355	238
G000209815	238
G001406335	238
G000438275	238
G900129135	238
G000526735	238
G001280875	238
G001049915	238
G900086725	238
G900113595	238
G001717135	238
G900116875	238
G001405615	238
G001916895	238
G900115215	238
G900141825	238
G000156675	238
G000431095	238
G000157975	238
G000702025	238
G000403295	238
G001311035	238
G001404335	238
G001028025	238
G001487105	238
G001916295	238
G000155875	238
G000433215	238
G000156515	238
G000424165	238
G000424265	238
G000621565	238
G000424525	238
G000421405	238
G000373885	238
G000436935	238
G000431355	238
G000169235	238
G000403475	238
G000424145	238
G000423925	238
G900101605	238
G900115735	238
G000420825	238
G000622085	238
G000153925	238
G000432115	238
G001312505	238
G000155205	238
G000154065	238
G001916345	238
G000154505	238
G000403455	238
G000703165	238
G000424385	238
G900104155	238
G900116865	238
G001404455	238
G000466565	238
G000436615	238
G900109475	238
G000686065	238
G000621605	238
G000420845	238
G900112195	238
G000436995	238
G000153905	238
G000424485	238
G000420905	238
G000424465	238
G000686965	238
G900102515	238
G000420945	238
G000621465	238
G000145035	238
G000160035	239
G000875945	239
G001461035	239
G900142955	239
G000621985	239
G900112775	239
G900111595	239
G000018685	239
G000432755	239
G000435575	239
G000242235	239
G900101295	239
G900115365	239
G000434115	239
G000518685	239
G000687695	239
G000438095	239
G001916135	239
G001414325	239
G000235445	239
G000160135	239
G000711825	239
G900112885	239
G000435795	239
G000431995	239
G900143645	239
G000702945	239
G001916225	239
G000433735	239
G000433155	239
G001916165	239
G000185385	239
G000160635	239
G000238055	239
G000702885	239
G900113415	239
G000424445	239
G000189595	239
G000296385	239
G000209465	239
G900107835	239
G000701645	239
G000435655	239
G000159055	239
G000235505	239
G000158075	239
G000160095	239
G000687555	239
G000155435	239
G000732605	239
G000144625	239
G900115855	239
G000233455	239
G000371705	239
G000431175	239
G000436455	239
G000438215	239
G900113155	239
G900108895	239
G900100685	239
G000621905	240
G000173975	240
G000431695	240
G000154305	240
G000432215	240
G000435775	240
G000332875	240
G000431135	240
G000431515	240
G000432475	240
G000154245	240
G000432315	240
G000702245	240
G000687655	240
G000703065	240
G000436635	240
G001916305	240
G000433295	240
G000154425	240
G000687975	240
G900110635	240
G001797255	241
G001795385	241
G001797235	241
G000981035	242
G001678845	242
G001513425	242
G001604115	242
G000435055	242
G001940845	242
G001940855	242
G000431035	242
G001512555	243
G001512485	243
G001512425	243
G001797195	243
G001513105	243
G000331995	243
G000621505	243
G000350485	243
G000022065	243
G000745845	243
G001262605	243
G000526495	243
G000179595	243
G000237085	243
G001512505	243
G000175795	243
G000421965	243
G000015865	243
G000521465	243
G000309315	244
G001509345	244
G900142005	244
G900095615	244
G000751555	244
G001940565	244
G900095305	244
G000620125	244
G001282665	244
G000299355	244
G001190785	244
G000387765	244
G000511955	244
G900106765	244
G000761095	244
G001316435	244
G000438415	245
G000433255	245
G000433475	245
G000968055	246
G000026205	246
G000069925	246
G000970395	246
G000009845	246
G000364425	246
G000012225	246
G000495255	246
G000309465	246
G000300695	246
G000309485	246
G000753575	247
G000755705	247
G001916215	247
G000437575	247
G000967915	247
G000687735	247
G000428705	247
G000687835	247
G000702765	247
G001830035	247
G001829915	247
G000953195	247
G001829995	247
G001830165	247
G000526235	247
G000018785	247
G001829935	247
G001830975	247
G001830895	247
G001829955	247
G001830045	247
G001830945	247
G001830015	247
G001830065	247
G001830095	247
G001829965	247
G001830865	247
G001830905	247
G000433875	248
G000432575	248
G000437335	248
G000434835	248
G000436255	248
G000433455	248
G000438295	248
G000687795	249
G000518305	249
G000227355	250
G000011225	250
G000437395	251
G000434395	251
G900104665	252
G000313565	252
G900155395	252
G001305055	252
G000508965	252
G000434355	252
G000156655	252
G001945605	252
G000403415	252
G000437615	252
G000154285	252
G000420345	252
G000384195	252
G001945525	252
G001945535	252
G001564455	252
G000163515	252
G000242955	252
G000371425	252
G000210615	252
G001688965	252
G000434715	252
G000469305	252
G000242195	252
G000435955	252
G000450985	252
G000183585	252
G001406695	252
G900114575	252
G001545095	253
G000270085	253
G000373785	253
G001800835	253
G001800865	253
G000327285	253
G000177375	253
G000157995	253
G900120005	253
G000701725	253
G000425005	253
G000186945	253
G000433015	254
G001604505	254
G000437235	254
G001029265	255
G000565195	255
G000483165	255
G000565215	255
G000400955	255
G000400935	255
G000820525	255
G000518285	255
G000526855	255
G001274875	255
G000236085	255
G001262715	255
G001267155	255
G001281045	255
G000439435	255
G000500935	255
G000565175	255
G000829905	256
G000752095	256
G000154485	256
G001244545	256
G000269565	256
G000154805	256
G000686665	256
G000173795	256
G000437715	256
G000702065	256
G000340375	256
G000622125	256
G000621925	256
G900108995	256
G000702165	256
G900112735	256
G900114425	256
G900103115	256
G900109215	256
G000433035	257
G000433995	257
G001512985	257
G001512455	257
G001512995	257
G001940985	257
G001604495	257
G000425865	258
G000429585	258
G900111355	258
G000585255	258
G900101525	258
G000744255	258
G900115825	258
G900129085	258
G000374325	258
G000245815	258
G000315445	258
G000317975	258
G000744375	258
G900113675	258
G000798825	258
G000493735	258
G001483965	258
G000744285	258
G000745125	258
G000744825	258
G900109585	258
G000744185	258
G001438725	259
G001611135	259
G001438655	259
G001437405	259
G001437605	259
G000237995	259
G001767275	259
G000428925	259
G001437435	259
G000498955	259
G001437075	259
G000014505	259
G001434315	259
G001438845	259
G000248095	259
G001039045	259
G001436555	259
G000876205	259
G000829395	259
G001434475	259
G001436295	259
G000159435	259
G001436045	259
G001434835	259
G001435095	259
G000014465	259
G001436395	259
G000740055	259
G000785105	259
G001435995	259
G000185465	259
G000016825	259
G900156885	259
G001435345	259
G000161935	259
G001437055	259
G000463075	259
G000271445	259
G000203855	259
G001982205	259
G001050435	259
G001313205	259
G001433995	259
G001314945	259
G001281175	259
G001435935	259
G001437235	259
G000312405	259
G001437125	259
G001702175	259
G001312845	259
G001434255	259
G000225325	259
G001435475	259
G000160835	259
G001311375	259
G001434365	259
G001434395	259
G000383435	259
G001311075	259
G001436595	259
G001313225	259
G001436255	259
G000238835	259
G001311355	259
G000583655	259
G000159315	259
G001702135	259
G001702115	259
G001436645	259
G001311215	259
G000512295	259
G000304715	259
G001436835	259
G001982185	259
G001368755	259
G001313185	259
G001434895	259
G001922025	259
G000298115	259
G001010245	259
G001297025	259
G000966835	259
G001854105	259
G001742205	259
G000472265	259
G000162395	259
G000397165	259
G000010145	259
G000159215	259
G001941785	259
G001039735	259
G001807655	259
G001297905	259
G000496435	259
G001010185	259
G001434575	260
G001433765	260
G001436505	260
G001437205	260
G000583695	260
G000615805	260
G001435065	260
G001435585	260
G001435835	260
G001436095	260
G000026065	260
G001436415	260
G001436225	260
G000469325	260
G001436605	260
G001981825	260
G001311645	260
G001436115	260
G001311785	260
G000970795	260
G000967245	260
G001434555	260
G001981705	260
G001312865	260
G001436135	260
G001311175	260
G001311195	260
G001436325	260
G000425885	260
G001636165	260
G001636145	260
G001050475	260
G000615365	260
G001434065	260
G001698165	260
G000235705	260
G001435155	260
G001591865	260
G001435035	260
G001013375	260
G000410435	260
G001434295	260
G000260455	260
G000615905	260
G001434665	260
G000160875	260
G001723545	260
G001663835	260
G001982025	260
G001311255	260
G001434705	260
G000508405	260
G000195375	260
G000376145	260
G001435445	260
G001434745	260
G000184535	260
G000014425	260
G001981925	260
G001982045	260
G001951175	260
G000296835	260
G001436125	260
G000425905	260
G001435695	260
G001434815	260
G000056065	260
G000410215	260
G000410475	260
G000831645	260
G000466805	260
G001012735	260
G001438805	260
G001434275	260
G000155915	260
G000159335	260
G000296855	260
G001436575	260
G001433915	260
G000297025	260
G000309705	260
G000014525	260
G000159495	260
G000409815	260
G001436455	260
G001012745	260
G001042405	260
G001435325	260
G001436385	260
G000829035	260
G001982085	260
G001982095	260
G000958505	260
G001936235	260
G000175035	260
G001012675	260
G001311725	260
G001436775	260
G900094785	260
G000970735	260
G000970855	260
G001434335	260
G000214785	260
G000422165	260
G000091765	260
G000309765	260
G000474615	260
G000309605	260
G000410175	260
G000418515	260
G001742045	260
G000970775	260
G000615445	260
G000178475	260
G000191545	260
G000309585	260
G001012655	260
G000760615	260
G000967195	260
G000497815	260
G000011985	260
G000472345	260
G000161895	260
G000162435	260
G000309565	260
G000155515	260
G001434695	261
G001660655	261
G000255495	261
G000423245	261
G000423265	261
G001434225	261
G001435235	261
G001434915	261
G001436315	261
G001438705	261
G000219805	261
G000241055	261
G001435195	261
G001436275	261
G001434845	261
G001436735	261
G000260635	261
G000349725	261
G000615845	261
G000008925	261
G000691805	261
G900096935	261
G000165675	261
G000762045	261
G000612445	261
G001436705	261
G001436755	261
G001434935	261
G001436215	261
G000615765	261
G001437355	261
G001437425	261
G000014385	261
G001434535	261
G001953785	261
G900095015	261
G000160575	261
G001308145	261
G001436865	261
G000420365	261
G000750535	261
G001047135	261
G900112405	261
G000300135	261
G000686505	261
G000286215	261
G000432055	261
G000813025	261
G000224985	261
G001884305	261
G000750515	261
G001047115	261
G900108455	261
G000185045	261
G000756355	261
G001867525	261
G001008755	261
G000239955	261
G001436895	261
G000320345	261
G000732905	261
G001047095	261
G001438695	261
G000026405	261
G001698145	261
G000196855	261
G001047695	261
G001591905	261
G000092505	261
G000219785	261
G900113455	261
G001436475	261
G000014445	261
G000234825	261
G001868275	261
G000286115	261
G001868055	261
G000787735	261
G001541125	261
G000512955	261
G001886915	261
G001939485	261
G001869945	261
G001869655	261
G001868225	261
G001868195	261
G001870005	261
G001867465	261
G001869735	261
G000725025	261
G000725035	261
G001869305	261
G001868105	261
G001867975	261
G001868545	261
G001867535	261
G001868205	261
G001869295	261
G001868115	261
G001868425	261
G001868805	261
G000309425	261
G001868185	261
G001868715	261
G001868145	261
G001867915	261
G001868525	261
G001867615	261
G001868405	261
G001867795	261
G001868045	261
G001867835	261
G001869445	261
G001868345	261
G001867555	261
G001868315	261
G001869405	261
G001870015	261
G001868555	261
G001869395	261
G001869885	261
G001867875	261
G001869815	261
G001869985	261
G000313915	262
G000498295	262
G001832905	262
G000981525	262
G000380045	262
G000270185	262
G000269945	262
G000006865	262
G000380085	262
G000380025	262
G000829545	262
G001050095	262
G000406925	262
G001318405	262
G000407165	262
G000407485	262
G000407505	262
G000164675	262
G000380065	262
G000157355	262
G000415145	262
G000406945	262
G000407605	262
G000185365	262
G000407285	262
G000407545	262
G000415185	262
G000440115	262
G000026745	262
G001182825	262
G000187465	262
G000372425	262
G000407365	262
G000393955	262
G000423785	262
G000283615	262
G000415085	262
G000648015	262
G000415005	262
G001808965	262
G000407245	262
G000504125	262
G000377005	262
G000380125	262
G000344275	262
G000027165	262
G000463505	262
G000463355	262
G000385925	262
G000187995	262
G000007785	262
G000648175	262
G000174395	262
G001267865	262
G000017005	262
G000014205	262
G000785515	262
G000187975	262
G000423765	262
G000423745	262
G000423725	262
G000253395	262
G001514435	262
G001598035	262
G000347915	262
G000286075	262
G000228505	262
G000686605	262
G000228185	262
G000380105	262
G000376985	262
G000270145	262
G000379985	262
G000007265	262
G000229225	262
G000347835	262
G000229705	262
G000230225	262
G000228805	262
G000229545	262
G000228205	262
G000228385	262
G000188055	262
G000007465	262
G000229145	262
G000228925	262
G000228845	262
G000772915	262
G000213825	262
G000188015	262
G000831485	262
G000317855	262
G000380005	262
G000006785	262
G001638255	262
G000009545	262
G000188035	262
G000620985	263
G000525915	263
G000766865	263
G000525955	263
G000252625	263
G000148995	263
G001975685	263
G000525975	263
G001050305	263
G000525875	263
G000525795	263
G000027145	263
G900109135	263
G900112935	263
G000421665	263
G000526675	263
G000162475	263
G000160675	263
G001543285	263
G900100125	263
G000183885	263
G000960735	263
G000619785	263
G900107505	263
G001564695	263
G900129415	263
G900113645	263
G001544335	263
G001543175	263
G001811135	263
G001649715	263
G000160075	263
G001552295	263
G001564995	263
G000301035	263
G000245795	263
G000301055	263
G000428865	263
G000620905	263
G000567965	263
G000972995	263
G900110675	263
G000518205	263
G000620885	263
G000973005	263
G001463995	263
G000196035	263
G000469465	264
G000173915	264
G000701685	264
G000438455	264
G000010585	264
G900110815	264
G000286335	264
G000286395	264
G000425825	264
G000298075	264
G900101065	264
G900142805	264
G001265075	264
G000712035	264
G000816085	264
G001559115	264
G001618885	264
G000425845	264
G000756715	264
G000385175	264
G000934465	264
G000330705	264
G001005905	264
G001188915	264
G000185885	264
G001500315	264
G000260275	264
G000025085	264
G000295715	264
G001074355	264
G000875895	264
G000183685	264
G000009865	264
G000235645	264
G001456215	264
G000332735	264
G000972575	264
G001902315	264
G001028645	264
G001471555	264
G000186205	264
G001432245	264
G900113395	264
G000706685	264
G000010125	264
G000508745	264
G001814805	264
G001914135	264
G000308395	264
G000245655	264
G000007645	264
G001068545	264
G000443975	264
G000934225	264
G001909285	265
G000702585	265
G000019905	265
G001650325	265
G000414195	265
G000411915	265
G001766415	265
G001456895	265
G900096925	265
G002003465	265
G000430685	265
G000377985	265
G001375675	265
G000648615	265
G000497245	265
G001039475	265
G000430745	265
G000429705	265
G001273895	265
G000269865	265
G000621445	265
G900111405	265
G000331575	265
G000307855	265
G002019695	265
G000377705	265
G001310615	265
G000177235	265
G900107275	265
G002019735	265
G900111295	265
G000429725	265
G900100185	265
G001274915	265
G000334155	265
G000423105	265
G000269905	265
G900110685	265
G900103915	265
G000496835	265
G900111285	265
G000420725	265
G900106595	265
G900113025	265
G001484965	265
G000425205	265
G000775595	265
G900110015	265
G000725365	265
G001038425	265
G000348905	265
G000829195	265
G000428165	265
G000430785	265
G001721685	265
G000093085	265
G000698185	265
G000698125	265
G000698145	265
G000698105	265
G001590785	265
G000005825	265
G000425225	265
G000770675	265
G000775615	265
G000770635	265
G900100295	265
G001685435	265
G900156915	265
G000190475	265
G000709085	265
G000826125	265
G900156305	265
G000775575	265
G001274945	265
G001712755	265
G900112535	265
G000712595	265
G001187595	265
G000383875	265
G900099745	265
G900099605	265
G000429685	265
G001310595	265
G001420645	265
G001598215	265
G000292245	265
G001038565	265
G000513115	265
G000786645	265
G000284515	265
G000469135	265
G000485775	265
G000496855	265
G000359605	265
G001368815	265
G000482485	265
G001038485	265
G900112045	265
G000224785	265
G001298135	265
G000425545	265
G000220335	265
G000826145	265
G000586555	265
G900099655	265
G900115805	265
G001278755	265
G000411295	265
G001617605	265
G000743635	265
G000746135	265
G000620165	265
G001648575	265
G000752395	265
G000751775	265
G900114715	265
G900115625	265
G900142675	265
G000009825	265
G000513095	265
G000513135	265
G000425705	265
G900111195	265
G000285495	265
G001878675	265
G000612865	265
G001189575	265
G001687565	265
G001465835	265
G000484595	265
G000285595	265
G001708185	265
G000284835	265
G001700325	265
G000017425	265
G000285535	265
G001439915	265
G001183965	265
G001591585	265
G900114165	265
G000723525	265
G000377765	265
G001310395	265
G900096905	265
G000307165	265
G000306965	265
G000011245	265
G000480335	265
G000723585	265
G000286315	265
G000297555	265
G000285555	265
G001281525	265
G000772955	265
G000612805	265
G900115845	265
G000972245	265
G000504165	265
G000709935	265
G000518865	265
G001278705	265
G001431195	265
G000374565	265
G001050115	265
G001458115	265
G000521485	265
G000750635	265
G000821065	265
G000505545	265
G000307285	265
G000724775	265
G000733585	265
G000772965	265
G000772945	265
G000773015	265
G000291295	265
G000832605	265
G001598935	265
G000632515	265
G001618685	265
G001610955	265
G001274935	265
G001420715	265
G001439965	265
G000526655	265
G000818095	265
G001243895	265
G000430765	265
G000724485	265
G000242895	265
G001439635	265
G001586195	265
G000007825	265
G001420855	265
G000008505	265
G900111865	265
G001295365	265
G000313345	265
G000015745	265
G001412125	265
G000750005	265
G001591565	265
G000374345	265
G000812025	265
G001643245	265
G000829515	265
G000829435	265
G000171615	265
G001516895	265
G001274775	265
G000321185	265
G000380245	265
G000504145	265
G000008165	265
G000007845	265
G000632715	265
G001587505	265
G001587475	265
G000744755	265
G000715205	265
G900119345	265
G900093775	265
G000011645	265
G000482605	265
G000829555	265
G001591605	265
G000970685	265
G001591825	265
G000305495	265
G000986785	265
G000311725	265
G000821085	265
G001278805	265
G000426085	265
G000527015	265
G001429825	265
G900113355	265
G001578205	265
G000196735	265
G000223155	265
G000970675	265
G900156125	265
G900094975	265
G001456935	265
G001054655	265
G001578185	265
G000517385	265
G000934845	265
G000473245	265
G000832985	265
G001591525	265
G001653905	265
G001017485	265
G900094985	265
G001457015	265
G000701305	265
G000986655	265
G000740655	265
G001663575	265
G000747645	265
G000832905	265
G000294775	265
G000612665	265
G000482325	265
G900110305	265
G000696615	265
G001687195	265
G000420205	265
G900128875	265
G001439625	265
G001420595	265
G000752035	265
G000747345	265
G000759675	265
G000740715	265
G900156245	265
G001591445	265
G001461825	265
G001461845	265
G001440465	265
G001975995	265
G001617995	265
G001517185	265
G000275785	265
G000508325	265
G001587325	265
G000746035	265
G000307875	265
G000612625	265
G001742305	266
G000510645	266
G001049895	266
G001884825	266
G001311905	266
G000798955	266
G000178255	266
G001375555	266
G002005165	266
G001730235	266
G001561915	266
G001406535	266
G900113175	266
G000218765	266
G000615945	266
G001543345	266
G001406595	266
G900106775	266
G900129355	266
G900114055	266
G900102685	266
G000428065	266
G900110165	266
G000430625	266
G001806105	266
G000213595	266
G900156615	266
G000942395	266
G000421885	266
G001015055	266
G000374385	266
G000311785	266
G900107305	266
G900119485	266
G000763315	266
G001439585	266
G000285515	266
G000374845	266
G001187615	266
G000466385	266
G001645205	266
G000733515	266
G000219535	266
G001696705	266
G000503775	266
G001457415	266
G000455485	266
G000829465	266
G000515335	266
G000378425	266
G000429825	266
G000227705	266
G000598065	266
G000425125	266
G000422445	266
G000753855	266
G001606065	266
G000454065	266
G000948185	266
G000612185	266
G000739915	266
G000829455	266
G900114475	266
G000686845	266
G000380965	266
G000378385	266
G000422505	266
G000315235	266
G000245555	266
G000283315	266
G001294525	266
G900100065	266
G000738785	266
G000353565	266
G900114075	266
G001420695	266
G001187725	266
G000153605	266
G000511405	266
G000620565	266
G000961095	266
G900106745	266
G000293805	266
G001403875	266
G000381905	266
G001421015	266
G001282905	266
G000878885	266
G001274715	266
G000612125	266
G900103825	266
G900100345	266
G000612225	266
G000250655	266
G000422485	266
G001188365	266
G000179615	266
G000686865	266
G900102125	266
G000455265	266
G900102215	266
G000746875	266
G000585395	266
G000378145	266
G001282925	266
G000878905	266
G000422905	266
G001426375	266
G900101595	266
G900119055	266
G000403375	266
G000374825	266
G001012775	266
G001280845	266
G000422465	266
G000971975	266
G900102965	266
G000758685	266
G000949425	266
G001373415	266
G900116105	266
G000732325	266
G900102085	266
G000377505	266
G000426545	266
G000520815	266
G001423865	266
G001039275	266
G000282075	266
G000513275	266
G000023585	266
G000758725	266
G001012825	266
G900110315	266
G000787385	266
G000576305	266
G000230915	266
G001908275	266
G000296715	266
G001748185	266
G000346255	266
G001184755	266
G001649505	266
G000010165	266
G000520635	266
G000756615	266
G001632305	266
G001514495	266
G000520755	266
G001275645	266
G001277345	266
G900143165	266
G900107875	266
G001705305	266
G000164985	266
G000520795	266
G001277855	266
G000245715	266
G000236805	266
G000520775	266
G000686825	266
G900116035	266
G900111575	267
G000020005	267
G001543875	267
G000174415	267
G001513245	267
G000714935	267
G000376225	267
G000092905	267
G001642725	267
G000444055	267
G000430585	267
G000024285	267
G001767765	267
G001447355	267
G001399675	267
G000294675	267
G900107035	267
G000702485	267
G000429525	267
G000472905	267
G001513125	268
G900101835	268
G000328625	269
G000144695	269
G001512435	269
G000020485	269
G900103135	269
G000379025	269
G000517025	269
G900109985	269
G000166415	269
G900101375	269
G900114655	269
G900114545	269
G000165465	269
G900156285	269
G000350165	269
G001730715	269
G001723995	269
G002010535	270
G001512695	270
G001601575	270
G000328765	270
G000144645	270
G000955745	270
G000145215	270
G000213255	270
G001485475	270
G001896645	270
G900142995	270
G001562425	270
G000955735	270
G000955725	270
G000526435	270
G900129075	270
G000427425	270
G000404025	270
G000016545	270
G001513505	270
G000145615	270
G000189775	270
G000166695	270
G000193435	270
G000166355	270
G000022325	270
G001513075	270
G001513065	270
G000473865	270
G000763575	270
G001507995	270
G000025645	270
G000156275	270
G000007085	270
G000147695	270
G000806225	270
G001508735	270
G001508895	270
G001280565	271
G000009905	271
G900016865	271
G001512545	271
G000183545	271
G000184705	271
G001513145	271
G900019985	271
G001544015	271
G001513395	271
G001513495	271
G001512825	271
G900018335	271
G001724515	-1
G001858525	272
G001899315	272
G001464165	272
G000347575	273
G001508835	273
G001443005	273
G001791795	274
G001872985	274
G000024405	275
G001517865	275
G001559795	275
G000023905	275
G001274535	275
G001517915	275
G000973085	275
G000024565	275
G000373345	275
G000373045	275
G000176335	275
G000516535	275
G001612575	275
G001902575	275
G001902585	275
G000243335	276
G002009735	276
G000017685	276
G000304275	276
G000332515	276
G000243715	276
G000243735	276
G000306115	276
G000244755	276
G000347175	276
G000306255	276
G001568365	276
G000313175	276
G000013945	276
G000306195	276
G000350605	276
G000342725	276
G001567725	276
G000243815	276
G000244515	276
G000347015	276
G000217175	276
G001969935	276
G000244815	276
G000217275	276
G000092565	276
G000266885	-1
G900112165	277
G001829395	277
G001829415	277
G001829375	-1
G001829155	-1
G001603145	278
G000468055	278
G000413055	278
G001604355	278
G000212415	278
G000195275	278
G000255555	278
G001028545	278
G001028605	278
G001028525	278
G001028585	278
G000413015	278
G000619925	278
G000464455	278
G000468115	278
G000421345	278
G900113965	278
G900111035	278
G001604425	279
G001604385	279
G000447675	279
G000008185	279
G000755145	279
G000008605	279
G000513775	279
G000413035	279
G000412995	279
G000147075	280
G000184345	280
G000426705	280
G000143985	280
G001749745	280
G000507245	280
G000758165	280
G000242595	280
G000373545	280
G900156105	280
G001829255	281
G001829425	281
G001604265	281
G001940825	281
G000208385	281
G001604275	281
G000236685	281
G001604325	281
G000190435	281
G001603115	281
G000500045	282
G000445425	282
G000222305	282
G000739475	282
G000500065	282
G001936255	282
G000008685	282
G000502095	282
G000568715	282
G000181895	282
G000304735	282
G000523535	282
G000568755	282
G000300045	282
G000691545	282
G000019705	282
G000019685	282
G000568735	282
G000012085	282
G000568795	282
G000568675	282
G000568775	282
